Loan Term (months),Default Amount,Servicer Fee,SeniorLoanStatus,OutstandingBalance,Product,TotalInterestPaid,Default - Servicer Definition,Unique ID,Employer,Bucket,MaxArrears,TermOutstanding,APR/Interest Rate,LoanStatus,Start Date,CCJ_LTM,OPB,PurposeOfLoan,Unnamed: 16,DelinquentEver,DelinquentEverDate,BorrowerStatus,Default Date,TotalCapitalPaid,Original Principal Balance,MonthlyPayment,Credit Score,DelinquentAccountStatus,MaxArrearsDate,Seasoning,Currency_Name,Eligibility Flag,Days Past Due,Status of Loan,Country,LTV (for secured products),Currency
48,,1.00,Default,0.00,Neyber Loan,709.70,Non Default,12899,Police Mutual,Great,0,0,4.90,Repaid,2018-01-10,0,0.00,Home Improvements,0,0,,,,7000.00,"7,000",160.55,592,Closed,,66,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,2.00,Up-To-Date,843.98,Neyber Loan,2849.54,Non Default,36342,Police Mutual,OK,0,4,18.90,Active,2019-11-14,0,825.62,Home Improvements,0,0,,,,6574.38,"7,400",214.18,323,Up-To-Date,,44,,Eligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,501.91,Non Default,23160,Police Mutual,Great,0,0,4.90,Repaid,2018-03-02,0,0.00,Debt Consolidation,0,0,,,,5000.00,"5,000",114.64,448,Closed,,64,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,946.74,Non Default,11916,Police Mutual,Good,0,0,4.90,Repaid,2017-11-08,0,0.00,Car purchase,0,0,, ,,11500.00,"11,500",215.93,378,Closed,,68,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1309.09,Non Default,30048,Police Mutual,Good,0,0,9.90,Repaid,2019-01-04,0,0.00,Debt Consolidation,0,0,, ,,8000.00,"8,000",167.93,401,Closed,,54,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,459.72,Non Default,24407,Police Mutual,Good,0,0,9.90,Repaid,2018-04-23,0,0.00,Car purchase,0,0,, ,,2800.00,"2,800",70.31,372,Closed,,63,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,388.63,Non Default,7808,Police Mutual,Great,0,0,4.90,Repaid,2017-04-27,0,0.00,Car purchase,0,0,, ,,8600.00,"8,600",161.48,432,Closed,,75,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,411.38,Non Default,12801,Police Mutual,Good,0,0,9.90,Repaid,2018-01-10,0,0.00,Debt Consolidation,0,0,, ,,6500.00,"6,500",208.15,388,Closed,,66,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,867.99,Non Default,7171,Police Mutual,OK,0,0,14.90,Repaid,2017-06-14,0,0.00,Debt Consolidation,0,0,, ,,5000.00,"5,000",136.56,324,Closed,,73,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,2919.64,1.00,Default,3381.62,Neyber Loan,1894.96,Default,34311,Police Mutual,Good,4,18,13.90,Active,2019-08-12,1,2919.64,Debt Consolidation,0,1,2022-07-20,,2022-11-17,3880.36,"6,800",183.24,405,Default,2022-07-20,47,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,453.68,Non Default,6125,Police Mutual,Great,0,0,4.90,Repaid,2017-02-20,0,0.00,Car purchase,0,0,, ,,6000.00,"6,000",179.27,427,Closed,,77,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,276.45,Non Default,30503,Police Mutual,Great,0,0,8.90,Repaid,2019-01-31,0,0.00,Debt Consolidation,0,0,,,,2000.00,"2,000",63.19,488,Closed,,54,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1150.22,Non Default,11023,Police Mutual,Good,1,0,9.90,Repaid,2017-08-23,0,0.00,Debt Consolidation,0,1,2017-09-15, ,,15000.00,"15,000",315.58,381,Closed,2018-07-15,71,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1062.51,Non Default,27798,Police Mutual,Great,0,0,6.90,Repaid,2018-09-12,0,0.00,Debt Consolidation,0,0,, ,,20000.00,"20,000",393.11,559,Closed,,58,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,439.64,Non Default,30115,Police Mutual,Great,4,0,8.90,Repaid,2019-01-10,0,0.00,Debt Consolidation,0,1,2022-02-07,,2022-06-07,3200.00,"3,200",101.1,500,Closed,2022-02-07,54,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,13201.10,1.00,Default,0.00,Neyber Loan,454.33,Non Default,7452,Police Mutual,Great,4,0,4.90,Repaid,2017-07-18,0,0.00,Home Improvements,0,1,2018-04-18, ,2018-08-16,15000.00,"15,000",281.65,486,Closed,2018-04-18,72,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,257.58,Non Default,28679,Police Mutual,Good,0,0,9.90,Repaid,2018-10-25,0,0.00,Wedding loan,0,0,, ,,3500.00,"3,500",87.89,352,Closed,,57,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
24,,1.00,Default,0.00,Neyber Loan,344.66,Non Default,36080,Police Mutual,Good,0,0,13.90,Repaid,2019-11-06,0,0.00,Other,0,0,, ,,2500.00,"2,500",118.53,394,Closed,,44,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,13409.50,1.00,Default,150.02,Neyber Loan,2134.59,Default,35789,Police Mutual,Great,4,0,8.90,Active,2019-10-22,0,150.02,Debt Consolidation,0,1,2019-11-29,Long Term Financial Difficulty - Self Help payment plan - Pending,2021-09-28,17849.98,"18,000",370.4,598,Default,2022-09-08,45,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,585.82,Non Default,7774,Police Mutual,Good,3,0,9.90,Repaid,2017-04-20,0,0.00,Other,0,1,2019-12-19,Cleared Arrears ,,3800.00,"3,800",121.69,360,Closed,2020-04-19,75,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1027.69,Non Default,23990,Police Mutual,Good,0,0,9.90,Repaid,2018-04-03,0,0.00,Car purchase,0,0,,,,4000.00,"4,000",83.96,357,Closed,,63,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,454.47,Non Default,23512,Police Mutual,Great,1,0,4.90,Repaid,2018-03-19,0,0.00,Car purchase,0,1,2021-03-01,Cleared Arrears ,,6000.00,"6,000",179.27,466,Closed,2021-03-01,64,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,10225.40,2.00,Default,0.00,Neyber Loan,1713.28,Non Default,12171,Police Mutual,OK,4,0,14.90,Repaid,2017-10-30,0,0.00,Debt Consolidation,0,1,2018-06-27,Long Term Financial Difficulty - Self Help payment plan - No,2019-04-26,12200.00,"12,200",283.68,331,Closed,2019-04-27,69,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1899.02,Non Default,6261,Police Mutual,Great,4,0,4.90,Repaid,2017-02-09,0,0.00,Debt Consolidation,0,1,2022-03-09,,2022-07-07,15000.00,"15,000",281.65,425,Closed,2022-03-09,77,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,509.23,Non Default,30471,Police Mutual,Great,4,0,4.90,Repaid,2019-01-28,0,0.00,Car purchase,0,1,2020-12-31,,2023-06-28,5000.00,"5,000",114.68,530,Closed,2023-02-28,54,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
12,,1.00,Default,0.00,Neyber Loan,140.85,Non Default,12400,Police Mutual,Great,0,0,8.90,Repaid,2018-01-08,0,0.00,Car purchase,0,0,, ,,3000.00,"3,000",261.74,444,Closed,,66,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,2.00,Up-To-Date,3298.72,Neyber Loan,931.01,Non Default,42157,Police Mutual,Great,0,18,3.90,Active,2020-01-21,0,3200.28,Debt Consolidation,0,0,,,,6799.72,"10,000",183.29,560,Up-To-Date,,42,,Eligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,477.89,2.00,Default,182.50,Neyber Loan,461.40,Default,30031,Police Mutual,Great,4,3,8.90,Active,2019-01-07,0,182.50,Home Improvements,0,1,2021-01-02,,2022-06-02,2317.50,"2,500",61.69,509,Default,2022-02-02,54,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,707.68,Non Default,6140,Police Mutual,Great,0,0,4.90,Repaid,2017-02-20,0,0.00,Car purchase,0,0,, ,,6000.00,"6,000",112.66,439,Closed,,77,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,320.62,Non Default,24160,Police Mutual,OK,0,0,14.90,Repaid,2018-04-09,0,0.00,Home Improvements,0,0,, ,,2000.00,"2,000",68.33,325,Closed,,63,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Up-To-Date,975.70,Neyber Loan,1635.52,Non Default,29360,Police Mutual,Great,0,4,4.90,Active,2018-11-27,0,965.92,Debt Consolidation,0,0,,,,12034.08,"13,000",244.1,501,Up-To-Date,,56,,Eligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Up-To-Date,195.29,Neyber Loan,1042.42,Non Default,35570,Police Mutual,Good,0,2,13.90,Active,2019-10-14,0,192.10,Wedding loan,0,0,,,,3507.90,"3,700",98.92,396,Up-To-Date,,45,,Eligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,2.00,Default,0.00,Neyber Loan,533.81,Non Default,31332,Police Mutual,Great,0,0,3.90,Repaid,2019-03-05,0,0.00,Debt Consolidation,0,0,,,,6000.00,"6,000",110.21,552,Closed,,52,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,2.00,Default,0.00,Neyber Loan,1042.98,Non Default,30900,British Transport Police,Great,0,0,3.90,Repaid,2019-02-19,0,0.00,Debt Consolidation,0,0,, ,,12500.00,"12,500",229.62,579,Closed,,53,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,2908.04,1.00,Default,547.22,Neyber Loan,287.34,Default,26756,Police Mutual,Good,4,2,9.90,Active,2018-07-27,0,547.22,Car purchase,0,1,2018-11-26,Long Term Financial Difficulty - Self Help payment plan - Confirmed,2019-05-26,8952.78,"9,500",238.57,389,Default,2019-11-26,60,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,2.00,Default,0.00,Neyber Loan,2962.54,Non Default,9135,Police Mutual,Great,1,0,5.90,Repaid,2016-05-23,0,0.00,Debt Consolidation,0,1,2017-05-30, ,,20000.00,"20,000",384.83,453,Closed,2017-08-30,86,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,623.04,Non Default,23216,Police Mutual,Great,0,0,4.90,Repaid,2018-02-20,0,0.00,Car purchase,0,0,, ,,8000.00,"8,000",150.21,465,Closed,,65,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,1014.29,Non Default,32361,Police Mutual,Great,0,0,8.90,Repaid,2019-04-26,0,0.00,Car purchase,0,0,, ,,8200.00,"8,200",202.38,521,Closed,,51,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,2423.92,Non Default,27323,Police Mutual,Good,0,0,9.90,Repaid,2018-08-15,0,0.00,Car purchase,0,0,, ,,13500.00,"13,500",283.37,392,Closed,,59,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,384.12,Non Default,2325,Police Mutual,Great,0,0,4.90,Repaid,2015-06-16,0,0.00,Car purchase,0,0,, ,,5000.00,"5,000",149.63,449,Closed,,97,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,418.07,Non Default,2914,Police Mutual,Great,0,0,4.90,Repaid,2015-12-17,0,0.00,Home Improvements,0,0,, ,,5000.00,"5,000",114.86,525,Closed,,91,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,2.00,Up-To-Date,6984.38,Neyber Loan,3468.27,Non Default,42040,Police Mutual,Great,0,17,6.90,Active,2020-01-17,0,6645.40,Debt Consolidation,0,0,,,,14354.60,"21,000",411.62,446,Up-To-Date,,42,,Eligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,2.00,Default,0.00,Neyber Loan,1476.49,Non Default,10835,Police Mutual,Great,0,0,4.90,Repaid,2017-08-08,0,0.00,Car purchase,0,0,,,,11300.00,"11,300",212.83,445,Closed,,71,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,2551.27,Non Default,23053,Police Mutual,Great,0,0,6.90,Repaid,2018-02-13,0,0.00,Debt Consolidation,0,0,, ,,25000.00,"25,000",491.39,518,Closed,,65,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
24,,1.00,Default,0.00,Neyber Loan,226.43,Non Default,11488,Police Mutual,Great,0,0,4.90,Repaid,2017-09-27,0,0.00,Debt Consolidation,0,0,, ,,8500.00,"8,500",372.12,508,Closed,,70,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,671.92,Non Default,11298,Police Mutual,Great,4,0,4.90,Repaid,2017-09-12,0,0.00,Debt Consolidation,0,1,2021-12-29,Long Term Financial Difficulty - Self Help payment plan - Pending,2022-09-26,5300.00,"5,300",99.52,472,Closed,2022-05-29,70,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,8684.84,1.00,Default,11430.73,Neyber Loan,5807.72,Default,33007,Police Mutual,Good,4,30,18.90,Active,2019-06-04,0,8684.84,Debt Consolidation,0,1,2021-12-18,,2022-07-16,6315.16,"15,000",378.84,350,Default,2022-03-18,49,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,688.17,Non Default,12737,Police Mutual,Great,0,0,4.90,Repaid,2018-01-19,0,0.00,Debt Consolidation,0,0,, ,,11000.00,"11,000",328.66,477,Closed,,66,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,461.91,Non Default,4812,Police Mutual,Great,0,0,4.90,Repaid,2016-09-12,0,0.00,Debt Consolidation,0,0,, ,,6000.00,"6,000",179.67,549,Closed,,82,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
24,,1.00,Default,0.00,Neyber Loan,495.12,Non Default,6891,Police Mutual,Great,0,0,4.90,Repaid,2017-05-31,0,0.00,Home Improvements,0,0,, ,,10000.00,"10,000",437.79,495,Closed,,74,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,750.49,Non Default,5969,Police Mutual,Great,0,0,4.90,Repaid,2017-01-31,0,0.00,Home Improvements,0,0,, ,,10000.00,"10,000",298.7,577,Closed,,78,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,469.51,Non Default,27312,Police Mutual,OK,1,0,14.90,Repaid,2018-08-22,0,0.00,Other,0,1,2019-04-22,Arrears ,,2000.00,"2,000",68.33,279,Closed,2021-04-22,59,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1563.83,Non Default,9903,Police Mutual,Good,0,0,4.20,Repaid,2016-05-05,0,0.00,Debt Consolidation,0,0,, ,,15000.00,"15,000",276.95,402,Closed,,86,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1139.21,Non Default,12932,Police Mutual,Great,0,0,4.90,Repaid,2018-01-23,0,0.00,Debt Consolidation,0,0,,,,9000.00,"9,000",168.99,499,Closed,,66,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,7186.09,1.00,Default,8088.04,Neyber Loan,3681.11,Default,23199,Police Mutual,Good,4,26,9.90,Active,2018-02-23,0,7186.09,Debt Consolidation,0,1,2019-01-23,Long Term Financial Difficulty - Self Help payment plan - No,2022-02-25,7813.91,"15,000",314.86,354,Default,2021-10-28,65,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,696.29,Non Default,7657,Police Mutual,Great,3,0,4.90,Repaid,2017-05-11,0,0.00,Other,0,1,2022-06-06,,,5500.00,"5,500",103.27,508,Closed,2022-06-06,74,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Up-To-Date,1261.11,Neyber Loan,3113.52,Non Default,29778,Police Mutual,Good,0,5,9.90,Active,2018-12-13,0,1231.48,Debt Consolidation,0,0,,,,10768.52,"12,000",251.89,363,Up-To-Date,,55,,Eligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,3084.25,Non Default,23190,Police Mutual,Great,0,0,6.90,Repaid,2018-02-21,0,0.00,Debt Consolidation,0,0,,,,17200.00,"17,200",338.08,528,Closed,,65,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,2.00,Up-To-Date,898.37,Neyber Loan,702.18,Non Default,30873,Police Mutual,Great,0,7,3.90,Active,2019-02-18,0,886.91,Home Improvements,0,0,,,,6113.09,"7,000",128.59,548,Up-To-Date,,53,,Eligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1991.31,Non Default,7400,Police Mutual,Great,0,0,4.90,Repaid,2017-06-28,0,0.00,Debt Consolidation,0,0,,Short Term Arrangement - Promise to Pay - Pending,,15000.00,"15,000",281.65,524,Closed,,73,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,2098.15,Non Default,7586,Police Mutual,OK,0,0,14.90,Repaid,2017-04-11,0,0.00,Home Improvements,0,0,, ,,11000.00,"11,000",255.78,254,Closed,,75,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
24,,2.00,Default,0.00,Neyber Loan,488.44,Non Default,31199,Police Mutual,OK,0,0,18.90,Repaid,2019-02-25,0,0.00,Home Improvements,0,0,, ,,2500.00,"2,500",124.49,330,Closed,,53,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,849.04,Non Default,24925,Police Mutual,Great,0,0,4.90,Repaid,2018-05-15,0,0.00,Debt Consolidation,0,0,, ,,12000.00,"12,000",275.23,463,Closed,,62,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,10067.90,1.00,Default,9466.30,Neyber Loan,2627.09,Default,30208,Police Mutual,Good,4,30,9.90,Active,2019-01-11,1,9466.30,Debt Consolidation,0,1,2021-01-10,Insolvency - Individual Voluntary Arrangement - No,2021-05-10,5533.70,"15,000",314.86,404,Default,2021-02-10,54,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,2.00,Default,0.00,Neyber Loan,5007.34,Non Default,41819,Police Mutual,OK,0,0,18.90,Repaid,2019-12-09,0,0.00,Debt Consolidation,0,0,,,,15000.00,"15,000",375.06,338,Closed,,43,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,2525.58,Non Default,28049,Police Mutual,Good,0,0,9.90,Repaid,2018-09-26,0,0.00,Home Improvements,0,0,,,,10000.00,"10,000",209.91,364,Closed,,58,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
12,,1.00,Default,0.00,Neyber Loan,114.55,Non Default,5945,Police Mutual,Good,0,0,9.90,Repaid,2017-02-15,0,0.00,Debt Consolidation,0,0,, ,,2200.00,"2,200",192.88,356,Closed,,77,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
24,,1.00,Default,0.00,Neyber Loan,238.10,Non Default,35571,Police Mutual,Great,0,0,8.90,Repaid,2019-10-14,0,0.00,Home Improvements,0,0,, ,,4200.00,"4,200",190.57,537,Closed,,45,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,413.79,Non Default,6097,Police Mutual,Great,0,0,4.90,Repaid,2017-02-06,0,0.00,Debt Consolidation,0,0,, ,,8600.00,"8,600",256.95,527,Closed,,77,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,2397.64,Non Default,30434,Police Mutual,Good,0,0,9.90,Repaid,2019-01-22,0,0.00,Debt Consolidation,0,0,, ,,15000.00,"15,000",376.69,419,Closed,,54,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,750.94,Non Default,5213,Police Mutual,Good,1,0,4.90,Repaid,2016-10-17,0,0.00,Debt Consolidation,0,1,2019-02-17,0 - 90 Days ,,7500.00,"7,500",172.02,391,Closed,2019-02-17,81,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1523.12,Non Default,10941,Police Mutual,Good,0,0,9.90,Repaid,2017-08-15,0,0.00,Debt Consolidation,0,0,,,,6000.00,"6,000",125.95,424,Closed,,71,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,6314.50,1.00,Default,4124.10,Neyber Loan,4137.28,Default,11024,Police Mutual,OK,4,18,14.90,Active,2017-08-25,0,3433.97,Debt Consolidation,0,1,2019-09-25,Long Term Financial Difficulty - Self Help payment plan - No,2020-05-27,6566.03,"10,000",232.53,288,Default,2021-07-28,71,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,3183.37,Non Default,24113,Police Mutual,Great,0,0,6.90,Repaid,2018-04-09,0,0.00,Debt Consolidation,0,0,,,,22000.00,"22,000",523.67,536,Closed,,63,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,849.79,Non Default,5204,Police Mutual,Great,0,0,4.20,Repaid,2016-10-17,0,0.00,Car purchase,0,0,, ,,8000.00,"8,000",147.77,444,Closed,,81,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Up-To-Date,3109.59,Neyber Loan,3770.49,Non Default,32243,Police Mutual,Great,0,9,8.90,Active,2019-04-17,0,3021.98,Debt Consolidation,0,0,,,,13978.02,"17,000",348.01,492,Up-To-Date,,51,,Eligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1219.50,Non Default,11303,Police Mutual,Great,0,0,4.90,Repaid,2017-09-12,0,0.00,Home Improvements,0,0,,,,9500.00,"9,500",178.38,541,Closed,,70,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,208.42,1.00,Default,210.10,Neyber Loan,2593.11,Default,5618,Police Mutual,Good,4,1,9.90,Active,2017-01-05,0,208.42,Home Improvements,0,1,2022-01-05,,2022-05-05,9791.58,"10,000",209.91,408,Default,2022-01-05,78,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1135.47,Non Default,10894,Police Mutual,Great,0,0,4.90,Repaid,2017-08-10,0,0.00,Debt Consolidation,0,0,, ,,15000.00,"15,000",281.65,435,Closed,,71,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,486.33,Non Default,11533,Police Mutual,Great,0,0,4.90,Repaid,2017-09-22,0,0.00,Debt Consolidation,0,0,, ,,6600.00,"6,600",197.2,447,Closed,,70,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Up-To-Date,624.70,Neyber Loan,3884.07,Non Default,27541,Police Mutual,Good,0,2,9.90,Active,2018-09-03,0,622.19,Debt Consolidation,0,0,,,,14377.81,"15,000",314.86,371,Up-To-Date,,58,,Eligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1012.70,Non Default,11307,Police Mutual,Great,4,0,4.90,Repaid,2017-09-14,0,0.00,Car purchase,0,1,2022-10-13,,2023-02-10,8000.00,"8,000",150.21,464,Closed,2022-10-13,70,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,2.00,Up-To-Date,1631.28,Neyber Loan,2296.28,Non Default,31153,Police Mutual,Great,0,8,8.90,Active,2019-02-22,0,1591.04,Debt Consolidation,0,0,,Short Term Arrangement - Promise to Pay - Confirmed,,8408.96,"10,000",205.87,491,Up-To-Date,,53,,Eligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
