Loan Term (months),Default Amount,Servicer Fee,SeniorLoanStatus,OutstandingBalance,Product,TotalInterestPaid,Default - Servicer Definition,Unique ID,Employer,Bucket,MaxArrears,TermOutstanding,APR/Interest Rate,LoanStatus,Start Date,CCJ_LTM,OPB,PurposeOfLoan,Unnamed: 16,DelinquentEver,DelinquentEverDate,BorrowerStatus,Default Date,TotalCapitalPaid,Original Principal Balance,MonthlyPayment,Credit Score,DelinquentAccountStatus,MaxArrearsDate,Seasoning,Currency_Name,Eligibility Flag,Days Past Due,Status of Loan,Country,LTV (for secured products),Currency
60,,1.00,Default,0.00,Neyber Loan,574.36,Non Default,12211,Police Mutual,Good,0,0,4.90,Repaid,2017-11-09,0,0.00,Debt Consolidation,0,0,, ,,8000.00,"8,000",150.21,386,Closed,,68,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,415.88,Non Default,6177,Police Mutual,Great,0,0,4.90,Repaid,2017-02-21,0,0.00,Car purchase,0,0,, ,,5500.00,"5,500",164.33,429,Closed,,77,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,305.76,Non Default,7372,Police Mutual,Good,0,0,9.90,Repaid,2017-06-26,0,0.00,Home Improvements,0,0,, ,,2000.00,"2,000",64.04,394,Closed,,73,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,2015.45,Non Default,6320,Police Mutual,Great,0,0,6.90,Repaid,2017-02-28,0,0.00,Debt Consolidation,0,0,, ,,22600.00,"22,600",444.05,501,Closed,,77,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,821.85,Non Default,11498,Police Mutual,Good,0,0,9.90,Repaid,2017-09-27,0,0.00,Debt Consolidation,0,0,, ,,10000.00,"10,000",210.13,404,Closed,,70,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,3895.81,Non Default,24477,Police Mutual,Great,1,0,6.90,Repaid,2018-04-24,0,0.00,Debt Consolidation,0,1,2019-01-22,,,22000.00,"22,000",432.43,472,Closed,2019-03-22,63,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,126.53,Non Default,12478,Police Mutual,OK,0,0,14.90,Repaid,2017-12-12,0,0.00,Car purchase,0,0,, ,,2000.00,"2,000",68.33,220,Closed,,67,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,625.84,Non Default,12710,Police Mutual,Great,0,0,4.90,Repaid,2018-01-24,0,0.00,Debt Consolidation,0,0,, ,,15000.00,"15,000",281.94,515,Closed,,66,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,764.03,Non Default,12435,Police Mutual,Good,0,0,9.90,Repaid,2017-12-27,0,0.00,Home Improvements,0,0,, ,,5000.00,"5,000",160.11,388,Closed,,67,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,2.00,Up-To-Date,566.80,Neyber Loan,1307.03,Non Default,28497,Police Mutual,Great,2,3,4.90,Active,2018-10-22,0,564.61,Debt Consolidation,0,1,2018-12-19,Short Term Arrangement - Promise to Pay - No,,9935.39,"10,500",197.15,563,Up-To-Date,2022-12-08,57,,Eligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1089.84,Non Default,6359,Police Mutual,Good,0,0,9.90,Repaid,2017-03-08,0,0.00,Debt Consolidation,0,0,, ,,6000.00,"6,000",125.95,412,Closed,,76,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,3592.01,Non Default,23336,Police Mutual,Great,0,0,6.90,Repaid,2018-02-22,0,0.00,Debt Consolidation,0,0,, ,,25000.00,"25,000",491.39,426,Closed,,65,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,303.84,Non Default,6874,Police Mutual,Good,0,0,9.90,Repaid,2017-05-30,0,0.00,Home Improvements,0,0,, ,,2000.00,"2,000",50.22,395,Closed,,74,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,2.00,Up-To-Date,2859.45,Neyber Loan,1239.04,Non Default,34092,Police Mutual,Great,0,12,3.90,Active,2019-07-30,0,2800.64,Debt Consolidation,0,0,,,,10199.36,"13,000",238.3,630,Up-To-Date,,48,,Eligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1273.62,Non Default,32330,Police Mutual,Great,4,0,8.90,Repaid,2019-04-25,0,0.00,Debt Consolidation,0,1,2020-08-15,Cleared Arrears ,2021-02-12,12800.00,"12,800",262.4,446,Closed,2020-10-15,51,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,939.59,Non Default,5497,Police Mutual,Good,0,0,4.20,Repaid,2016-12-28,0,0.00,Wedding loan,0,0,, ,,15000.00,"15,000",277.07,402,Closed,,79,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,3044.41,Non Default,11964,Police Mutual,Great,0,0,6.90,Repaid,2017-11-07,0,0.00,Debt Consolidation,0,0,, ,,25000.00,"25,000",491.39,447,Closed,,68,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,10541.60,1.00,Default,0.00,Neyber Loan,2456.40,Non Default,5112,Police Mutual,OK,4,0,14.90,Repaid,2016-10-03,0,0.00,Debt Consolidation,0,1,2018-02-03, Hanover Insolvency,2018-03-31,13000.00,"13,000",302.29,306,Closed,2018-09-03,81,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Up-To-Date,2005.37,Neyber Loan,1493.38,Non Default,35532,Police Mutual,Great,0,14,8.90,Active,2019-10-10,0,1901.58,Home Improvements,0,0,,,,5098.42,"7,000",143.3,525,Up-To-Date,,45,,Eligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,668.42,Non Default,12263,Police Mutual,Great,0,0,4.90,Repaid,2017-11-28,0,0.00,Car purchase,0,0,, ,,12500.00,"12,500",234.71,514,Closed,,68,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,3371.09,Non Default,23296,Police Mutual,Great,0,0,6.90,Repaid,2018-02-21,0,0.00,Debt Consolidation,0,0,,,,18800.00,"18,800",369.53,518,Closed,,65,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,609.54,Non Default,28117,Police Mutual,Good,0,0,9.90,Repaid,2018-09-28,0,0.00,Home Improvements,0,0,, ,,4000.00,"4,000",128.09,385,Closed,,58,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,1862.96,Non Default,31599,Police Mutual,Great,0,0,8.90,Repaid,2019-03-20,0,0.00,Other,0,0,,,,10000.00,"10,000",247.16,469,Closed,,52,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1702.06,Non Default,8965,Police Mutual,Great,0,0,5.90,Repaid,2016-01-18,0,0.00,Debt Consolidation,0,0,, ,,16500.00,"16,500",317.68,514,Closed,,90,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,1196.76,Non Default,11458,Police Mutual,Good,0,0,9.90,Repaid,2017-09-29,0,0.00,Debt Consolidation,0,0,, ,,15000.00,"15,000",376.88,381,Closed,,70,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,425.69,Non Default,11386,Police Mutual,Good,0,0,9.90,Repaid,2017-09-14,0,0.00,Car purchase,0,0,, ,,2500.00,"2,500",52.48,382,Closed,,70,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1266.76,Non Default,12669,Police Mutual,Great,4,0,4.90,Repaid,2018-01-11,0,0.00,Debt Consolidation,0,1,2018-08-11,,2023-06-11,10000.00,"10,000",187.77,504,Closed,2023-02-11,66,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1160.99,Non Default,30231,Police Mutual,Great,0,0,6.90,Repaid,2019-01-11,0,0.00,Debt Consolidation,0,0,, ,,18500.00,"18,500",363.63,464,Closed,,54,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,737.10,Non Default,6091,Police Mutual,Good,0,0,9.90,Repaid,2017-02-17,0,0.00,Other,0,0,, ,,6500.00,"6,500",208.15,362,Closed,,77,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1519.25,Non Default,6142,Police Mutual,Great,4,0,4.90,Repaid,2017-02-07,0,0.00,Car purchase,0,1,2022-03-06,,2022-07-04,12000.00,"12,000",225.32,508,Closed,2022-03-06,77,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,2.00,Default,0.00,Neyber Loan,2174.17,Non Default,38236,Police Mutual,OK,0,0,18.90,Repaid,2019-11-28,0,0.00,Debt Consolidation,0,0,, ,,12000.00,"12,000",300.19,236,Closed,,44,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,279.43,Non Default,26393,Police Mutual,Great,0,0,8.90,Repaid,2018-07-09,0,0.00,Other,0,0,, ,,2500.00,"2,500",61.69,430,Closed,,60,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,616.22,Non Default,3909,Police Mutual,Great,0,0,4.20,Repaid,2016-11-02,0,0.00,Home Improvements,0,0,, ,,11000.00,"11,000",203.16,499,Closed,,80,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,17714.70,2.00,Default,0.00,Neyber Loan,799.85,Non Default,2828,Police Mutual,Great,4,0,5.90,Repaid,2016-11-09,0,0.00,Home Improvements,0,1,2017-07-31,Cleared Arrears ,2017-12-29,20000.00,"20,000",385.65,496,Closed,2019-06-30,80,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,2545.64,Non Default,11609,Police Mutual,Good,0,0,9.90,Repaid,2017-10-10,0,0.00,Home Improvements,0,0,, ,,11000.00,"11,000",232.19,421,Closed,,69,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1377.25,Non Default,8306,Police Mutual,Good,0,0,4.20,Repaid,2016-05-17,0,0.00,Debt Consolidation,0,0,, ,,12900.00,"12,900",238.68,419,Closed,,86,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1265.35,Non Default,30445,Police Mutual,Great,0,0,4.90,Repaid,2019-01-25,0,0.00,Debt Consolidation,0,0,,,,12500.00,"12,500",234.71,425,Closed,,54,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,710.52,Non Default,34420,Police Mutual,Great,0,0,8.90,Repaid,2019-08-20,0,0.00,Debt Consolidation,0,0,, ,,15000.00,"15,000",308.52,482,Closed,,47,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,2867.07,Non Default,31443,Police Mutual,Great,1,0,8.90,Repaid,2019-03-08,0,0.00,Home Improvements,0,1,2019-12-03,,,16000.00,"16,000",328.39,488,Closed,2019-12-03,52,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,504.79,Non Default,6265,Police Mutual,Great,0,0,4.90,Repaid,2017-02-09,0,0.00,Debt Consolidation,0,0,, ,,10400.00,"10,400",195.28,444,Closed,,77,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,288.65,Non Default,11117,Police Mutual,Great,0,0,4.90,Repaid,2017-08-22,0,0.00,Other,0,0,, ,,6000.00,"6,000",112.66,489,Closed,,71,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,2974.52,Non Default,35185,Police Mutual,Great,0,0,8.90,Repaid,2019-09-25,0,0.00,Debt Consolidation,0,0,,,,15000.00,"15,000",307.5,463,Closed,,46,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,1420.79,Non Default,9241,Police Mutual,OK,0,0,14.90,Repaid,2016-03-31,0,0.00,Debt Consolidation,0,0,, ,,5000.00,"5,000",136.61,280,Closed,,88,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1912.99,Non Default,25257,Police Mutual,Great,0,0,4.90,Repaid,2018-05-21,0,0.00,Debt Consolidation,0,0,,,,15000.00,"15,000",281.65,597,Closed,,62,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,529.29,Non Default,29348,Police Mutual,Great,0,0,4.90,Repaid,2018-11-27,0,0.00,Debt Consolidation,0,0,, ,,7000.00,"7,000",209.15,505,Closed,,56,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,493.22,Non Default,9393,Police Mutual,Great,0,0,4.90,Repaid,2015-10-26,0,0.00,Car purchase,0,0,, ,,5000.00,"5,000",114.77,497,Closed,,93,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,756.84,Non Default,12038,Police Mutual,Great,0,0,4.90,Repaid,2017-11-15,0,0.00,Other,0,0,, ,,7500.00,"7,500",172.02,425,Closed,,68,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
12,,1.00,Default,0.00,Neyber Loan,108.52,Non Default,12692,Police Mutual,Good,0,0,9.90,Repaid,2018-01-15,0,0.00,Debt Consolidation,0,0,, ,,2000.00,"2,000",175.35,390,Closed,,66,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1611.91,Non Default,7235,Police Mutual,Great,0,0,4.90,Repaid,2017-06-16,0,0.00,Car purchase,0,0,,,,12600.00,"12,600",236.59,499,Closed,,73,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,354.01,Non Default,24715,Police Mutual,Great,0,0,8.90,Repaid,2018-05-01,0,0.00,Home Improvements,0,0,, ,,3000.00,"3,000",94.78,695,Closed,,62,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,922.20,Non Default,29997,Police Mutual,Great,0,0,4.90,Repaid,2018-12-27,0,0.00,Debt Consolidation,0,0,, ,,12000.00,"12,000",225.32,507,Closed,,55,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,2028.02,Non Default,23691,Police Mutual,Good,0,0,4.90,Repaid,2018-03-20,0,0.00,Car purchase,0,0,,,,15000.00,"15,000",281.65,405,Closed,,64,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1607.65,Non Default,5698,Police Mutual,Great,0,0,4.20,Repaid,2016-12-19,0,0.00,Debt Consolidation,0,0,,,,15000.00,"15,000",277.07,463,Closed,,79,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,424.71,Non Default,3027,Police Mutual,Great,0,0,4.20,Repaid,2016-09-02,0,0.00,Debt Consolidation,0,0,, ,,10500.00,"10,500",193.93,461,Closed,,82,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,586.23,Non Default,3120,Police Mutual,Great,0,0,6.90,Repaid,2016-05-22,0,0.00,Debt Consolidation,0,0,, ,,3500.00,"3,500",68.92,470,Closed,,86,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,3855.54,Non Default,27595,Police Mutual,Great,0,0,6.90,Repaid,2018-09-04,0,0.00,Debt Consolidation,0,0,,,,25000.00,"25,000",491.39,449,Closed,,58,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,266.76,Non Default,30246,Police Mutual,Good,0,0,9.90,Repaid,2019-01-15,0,0.00,Debt Consolidation,0,0,, ,,5300.00,"5,300",169.72,402,Closed,,54,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,109.69,1.00,Default,111.43,Neyber Loan,1058.68,Default,25759,Police Mutual,Great,4,1,4.90,Active,2018-06-18,0,109.69,Car purchase,0,1,2018-08-18,Long Term Financial Difficulty - Self Help payment plan - No,2021-12-29,9890.31,"10,000",187.77,437,Default,2021-08-31,61,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,2.00,Default,0.00,Neyber Loan,3173.29,Non Default,38008,Police Mutual,Great,0,0,6.90,Repaid,2019-11-21,0,0.00,Debt Consolidation,0,0,,,,20000.00,"20,000",394.06,493,Closed,,44,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,918.97,Non Default,2558,Police Mutual,Great,0,0,4.20,Repaid,2016-03-15,0,0.00,Debt Consolidation,0,0,, ,,10000.00,"10,000",185.06,531,Closed,,88,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,856.83,Non Default,9218,Police Mutual,Great,0,0,4.20,Repaid,2016-03-10,0,0.00,Other,0,0,, ,,8000.00,"8,000",148.13,455,Closed,,88,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,471.70,Non Default,4721,Police Mutual,Great,0,0,4.90,Repaid,2016-05-31,0,0.00,Home Improvements,0,0,, ,,5000.00,"5,000",93.9,443,Closed,,86,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1490.32,Non Default,3092,Police Mutual,Great,4,0,4.20,Repaid,2016-07-04,0,0.00,Home Improvements,0,1,2017-08-31, ,2021-10-28,14000.00,"14,000",258.51,547,Closed,2021-06-30,84,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,618.18,Non Default,12668,Police Mutual,Great,0,0,8.90,Repaid,2018-01-10,0,0.00,Car purchase,0,0,, ,,4500.00,"4,500",142.17,434,Closed,,66,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,2513.50,Non Default,22703,Police Mutual,Great,0,0,6.90,Repaid,2018-02-02,0,0.00,Debt Consolidation,0,0,, ,,18800.00,"18,800",369.53,453,Closed,,65,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,441.94,Non Default,26733,Police Mutual,Great,0,0,4.90,Repaid,2018-07-25,0,0.00,Debt Consolidation,0,0,, ,,7500.00,"7,500",140.83,451,Closed,,60,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
24,,1.00,Default,0.00,Neyber Loan,268.94,Non Default,32061,Police Mutual,Great,0,0,8.90,Repaid,2019-04-09,0,0.00,Home Improvements,0,0,,0 - 90 Days ,,3000.00,"3,000",136.19,485,Closed,,51,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,635.35,Non Default,23017,Police Mutual,Great,0,0,4.90,Repaid,2018-02-13,0,0.00,Car purchase,0,0,,,,5000.00,"5,000",93.88,513,Closed,,65,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,2.00,Default,0.00,Neyber Loan,819.05,Non Default,41822,Police Mutual,Great,0,0,6.90,Repaid,2019-12-13,0,0.00,Debt Consolidation,0,0,, ,,8300.00,"8,300",162.9,540,Closed,,43,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,534.65,Non Default,2805,Police Mutual,Great,0,0,4.20,Repaid,2015-08-10,0,0.00,Wedding loan,0,0,, ,,8000.00,"8,000",237.2,464,Closed,,95,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,2133.90,Non Default,9269,Police Mutual,Great,0,0,5.90,Repaid,2015-06-26,0,0.00,Home Improvements,0,0,, ,,18000.00,"18,000",420.97,571,Closed,,97,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,466.07,Non Default,30114,Police Mutual,Great,0,0,4.90,Repaid,2019-01-07,0,0.00,Debt Consolidation,0,0,, ,,6400.00,"6,400",191.22,492,Closed,,54,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,3093.63,Non Default,23165,Police Mutual,Great,0,0,6.90,Repaid,2018-02-19,0,0.00,Debt Consolidation,0,0,, ,,23000.00,"23,000",452.08,468,Closed,,65,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,2.00,Default,0.00,Neyber Loan,687.86,Non Default,33525,Police Mutual,OK,0,0,18.90,Repaid,2019-07-09,0,0.00,Wedding loan,0,0,, ,,5000.00,"5,000",125.38,349,Closed,,48,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,1477.11,Non Default,35683,Police Mutual,OK,0,0,18.90,Repaid,2019-10-17,0,0.00,Car purchase,0,0,,,,5000.00,"5,000",180.12,213,Closed,,45,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,217.40,Non Default,6070,Police Mutual,Great,0,0,4.90,Repaid,2017-02-06,0,0.00,Debt Consolidation,0,0,, ,,7500.00,"7,500",140.83,579,Closed,,77,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,12104.00,1.00,Default,0.00,Neyber Loan,1575.21,Non Default,3600,Police Mutual,Great,4,0,6.90,Repaid,2017-06-27,0,0.00,Debt Consolidation,0,1,2019-01-31,Insolvency - Individual Voluntary Arrangement - No,2019-04-30,18500.00,"18,500",440.68,452,Closed,2019-04-30,73,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,2.00,Default,0.00,Neyber Loan,1691.00,Non Default,41963,Police Mutual,Great,0,0,6.90,Repaid,2019-12-19,0,0.00,Debt Consolidation,0,0,,,,13000.00,"13,000",255.05,468,Closed,,43,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,491.49,Non Default,12616,Police Mutual,Great,0,0,4.90,Repaid,2017-12-18,0,0.00,Car purchase,0,0,, ,,6500.00,"6,500",194.21,535,Closed,,67,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,2.00,Default,0.00,Neyber Loan,410.46,Non Default,31791,Police Mutual,Great,0,0,3.90,Repaid,2019-03-26,0,0.00,Other,0,0,, ,,8200.00,"8,200",184.65,545,Closed,,52,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,2450.33,Non Default,25409,Police Mutual,Good,0,0,6.90,Repaid,2018-06-01,0,0.00,Debt Consolidation,0,0,,,,15000.00,"15,000",294.84,401,Closed,,61,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,2.00,Default,0.00,Neyber Loan,473.87,Non Default,11947,Police Mutual,Great,0,0,4.90,Repaid,2017-11-15,0,0.00,Home Improvements,0,0,, ,,6500.00,"6,500",193.72,523,Closed,,68,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,458.40,Non Default,23866,Police Mutual,Good,0,0,9.90,Repaid,2018-03-27,0,0.00,Car purchase,0,0,, ,,3000.00,"3,000",96.07,360,Closed,,64,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,3681.89,Non Default,7959,Police Mutual,Great,1,0,6.90,Repaid,2017-04-27,0,0.00,Debt Consolidation,0,1,2019-11-30, ,,25000.00,"25,000",491.39,462,Closed,2019-11-30,75,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,3065.31,1.00,Default,3208.53,Neyber Loan,1306.05,Default,30284,Police Mutual,OK,4,13,14.90,Active,2019-01-15,1,3065.31,Debt Consolidation,0,1,2020-12-08,Insolvency - Individual Voluntary Arrangement - Confirmed no payments,2021-04-07,3934.69,"7,000",239.14,347,Default,2020-12-08,54,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,12413.90,2.00,Default,12689.20,Neyber Loan,959.75,Default,38032,Police Mutual,Great,4,43,6.90,Active,2019-11-21,1,12413.87,Debt Consolidation,0,1,2021-07-01,Insolvency - Individual Voluntary Arrangement - Confirmed no payments,2021-10-29,2586.13,"15,000",295.49,527,Default,2021-07-01,44,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
